#Filter ID	λmean	λeff	λmin	λmax	Weff	ZP (Jy)	Obs. Facility	Instrument	Description
ISO/ISO_CVF.SW202	41027.9	41012.4	39726	42321	1067.7	211.3	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 202
ISO/ISO_CVF.SW203	41277.3	41259.7	39968	42578	1074.0	209.1	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 203
ISO/ISO_CVF.SW204	41536.6	41518.5	40218	42846	1081.5	206.5	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 204
ISO/ISO_CVF.SW205	41786.0	41769.3	40460	43103	1087.9	204.2	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 205
ISO/ISO_CVF.SW206	42035.4	42020.0	40701	43361	1094.3	202.4	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 206
ISO/ISO.SW5	42172.6	38596.0	25103	54509	18199.1	208.4	ISO	ISOCam	ISO SW5 filter
ISO/ISO_CVF.SW111	42172.6	38596.0	25103	54509	18199.1	208.4	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 111
ISO/ISO.SW11	42242.1	42177.4	39801	44738	2025.2	201.0	ISO	ISOCam	ISO SW11 filter
ISO/ISO_CVF.SW336	42242.1	42177.4	39801	44738	2025.2	201.0	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 336
ISO/ISO_CVF.SW207	42284.8	42269.3	40943	43618	1100.7	200.8	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 207
Odyssey/THEMIS.VIS1	42507.0	42353.4	38877	45424	3981.8	198.5	Odyssey	THEMIS	Mars Odyssey THEMIS VIS1 band
SOFIA/FLITECAM.LplusM	42514.1	37275.0	27520	55135	20814.5	208.4	SOFIA	FLITECAM	FLITECAM LplusM filter
ISO/ISO_CVF.SW208	42544.2	42527.4	41194	43885	1107.0	199.0	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 208
ISO/ISO_CVF.SW209	42793.6	42775.1	41436	44142	1113.4	196.9	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 209
JWST/NIRCam.F430M	42829.4	42784.9	41228	44449	2295.1	195.5	JWST	NIRCam	NIRCam F430M filter
JWST/NIRISS.F430M	42869.5	42829.8	41407	44358	2039.1	195.4	JWST	NIRISS	NIRISS F430M filter
MSX/MSX.B1	42938.8	42921.8	42090	43755	1081.7	195.8	MSX	MSX	MSX B1
ISO/ISO_CVF.SW210	43043.0	43022.8	41678	44399	1119.8	194.5	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 210
ISO/ISO_CVF.SW211	43292.2	43271.1	41918	44657	1127.3	191.8	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 211
MSX/MSX.B2	43529.5	43492.6	42209	44845	1833.3	189.9	MSX	MSX	MSX B2
ISO/ISO_CVF.SW212	43541.6	43521.0	42159	44915	1133.7	189.1	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 212
ISO/ISO_CVF.SW213	43801.0	43782.7	42411	45182	1140.0	186.8	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 213
ISO/ISO_CVF.SW214	44050.4	44034.1	42653	45439	1146.4	185.1	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 214
ISO/ISO_CVF.SW215	44299.8	44284.0	42894	45696	1152.8	183.8	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 215
JWST/NIRCam.F444W	44393.5	43504.4	38040	50996	10676.0	184.4	JWST	NIRCam	NIRCam F444W filter
ISO/ISO_CVF.SW216	44549.2	44532.5	43136	45953	1159.2	182.4	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 216
ISO/ISO.SW3	44592.2	43741.0	36980	51316	9353.0	182.8	ISO	ISOCam	ISO SW3 filter
ISO/ISO_CVF.SW096	44592.2	43741.0	36980	51316	9353.0	182.8	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 096
ISO/ISO_CVF.SW306	44592.2	43741.0	36980	51316	9353.0	182.8	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 306
AKARI/IRC.N4	44704.0	42505.2	33991	57514	15278.9	184.4	AKARI	IRC	IRC NIR N4
JWST/NIRISS.F444W	44718.2	43768.0	38054	51296	10646.2	182.0	JWST	NIRISS	NIRISS F444W filter
ISO/ISO_CVF.SW217	44798.6	44780.7	43377	46210	1165.6	180.8	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 217
Spitzer/IRAC.I2	45049.3	44365.8	39173	50561	8649.9	179.0	Spitzer	IRAC	IRAC I2
ISO/ISO_CVF.SW218	45057.9	45039.0	43628	46478	1173.0	179.0	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 218
ISO/ISO.LW1	45188.0	44396.2	37200	51622	9557.7	178.2	ISO	ISOCam	ISO LW1 filter
ISO/ISO_CVF.LW320	45188.0	44396.2	37200	51622	9557.7	178.2	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 320
ISO/ISO_CVF.SW219	45307.3	45287.5	43869	46736	1179.4	177.1	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 219
ISO/ISO_CVF.SW220	45556.6	45535.5	44111	46993	1185.8	175.0	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 220
ISO/ISO_CVF.SW221	45806.0	45783.0	44352	47250	1192.2	172.7	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 221
WISE/WISE.W2	46028.0	46028.0	39633	53414	10422.7	171.8	WISE	 	WISE W2 filter
ISO/ISO_CVF.SW222	46065.4	46040.7	44604	47517	1198.6	170.0	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 222
ISO/ISO_CVF.SW223	46314.8	46290.5	44846	47774	1205.0	167.3	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 223
JWST/NIRCam.F460M	46315.6	46269.9	44653	48146	2309.0	168.3	JWST	NIRCam	NIRCam F460M filter
ISO/ISO.SW10	46369.9	46215.1	41813	49837	4041.0	168.8	ISO	ISOCam	ISO SW10 filter
ISO/ISO_CVF.SW321	46369.9	46215.1	41813	49837	4041.0	168.8	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 321
MMT/Clio.OCLI_M	46478.9	46191.2	41809	51330	5946.5	168.4	MMT	Clio	Clio OCLI_M filter
JWST/NIRCam.F466N	46545.3	46540.5	46021	47043	535.4	162.0	JWST	NIRCam	NIRCam F466N filter
ISO/ISO_CVF.SW224	46564.1	46543.0	45086	48032	1212.4	165.1	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 224
Paranal/ISAAC.NBm	46567.7	46555.6	45561	47675	1015.9	164.5	Paranal	ISAAC	ISAAC NB M
MMT/Clio.x0047	46641.2	46489.4	41639	50894	2788.0	166.4	MMT	Clio	Clio x0047 filter
Gemini/TReCS.m	46693.6	46427.5	42043	51130	5722.0	167.0	Gemini	TReCS	TReCS m
Keck/NIRC2.Ms	46705.3	46660.0	44965	48650	2414.2	165.7	Keck	NIRC2	NIRC2 Ms
Gemini/NIRI.Mprime-G0208w	46710.3	46665.0	44966	48712	2400.4	165.7	Gemini	NIRI	NIRI Mprime, G0208w
ISO/ISO_CVF.SW225	46813.5	46796.4	45327	48290	1218.8	163.6	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 225
Subaru/IRCS.Mp	46847.2	46802.9	45086	48872	2404.9	164.7	Subaru	IRCS	IRCS M'
NIRT/NSFCAM.Mp	46847.3	46803.0	45086	48872	2404.8	164.7	NIRT	NSFCAM	NSFCAM Mp
MKO/NSFCam.Mp	46848.2	46803.8	45086	48872	2406.0	164.7	MKO	NSFCam	Mauna kea Obsevatory. NSFCam Mp filter
Subaru/CIAO.Mp	46848.2	46803.8	45086	48872	2406.0	164.7	Subaru	CIAO	CIAO M'
LBT/LMIRCam.M_300K	47050.9	46952.0	44418	49836	3601.7	164.1	LBT	LMIRCam	LMIRCam M filter (300K)
ISO/ISO_CVF.SW226	47062.9	47048.2	45569	48547	1225.2	162.7	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 226
JWST/NIRCam.F470N	47078.8	47077.8	46554	47567	510.3	163.8	JWST	NIRCam	NIRCam F470N filter
ISO/ISO_CVF.SW227	47322.3	47307.3	45821	48814	1231.6	162.0	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 227
ISO/ISO_CVF.SW228	47571.7	47554.9	46062	49071	1238.0	161.0	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 228
MMT/Clio.M	47642.1	47385.2	43441	51700	5915.2	160.9	MMT	Clio	Clio M filter
Paranal/NACO.Mp	47809.7	47554.6	43900	52100	5922.2	159.7	Paranal	NACO	NACO M'
ISO/ISO_CVF.SW229	47821.0	47802.5	46304	49328	1244.4	159.8	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 229
LBT/LMIRCam.M_77K	47863.3	47765.1	45144	50744	3721.0	158.9	LBT	LMIRCam	LMIRCam M filter (77K)
SOFIA/FLITECAM.NbM	48049.3	48032.6	46981	49181	1493.2	158.7	SOFIA	FLITECAM	FLITECAM NbM filter
ISO/ISO_CVF.SW230	48070.4	48050.8	46545	49585	1250.7	158.5	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 230
JWST/NIRISS.F480M	48195.7	48130.2	45675	50403	2973.8	157.2	JWST	NIRISS	NIRISS F480M filter
JWST/NIRCam.F480M	48213.3	48139.1	45820	50919	3141.4	157.0	JWST	NIRCam	NIRCam F480M filter
ISO/ISO_CVF.SW231	48319.7	48299.5	46786	49843	1258.2	157.0	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 231
SOFIA/FLITECAM.M	48411.0	48223.5	43774	52491	4947.7	155.8	SOFIA	FLITECAM	FLITECAM M filter
MKO/NSFCam.M	48524.4	48257.6	44427	52779	5950.0	155.1	MKO	NSFCam	Mauna kea Obsevatory. NSFCam M filter
ISO/PHT-P.4_85mu	48558.0	46979.5	39923	58518	13935.8	157.0	ISO	PHT	ISO PHT-P 4.85 μm filter.
ISO/ISO_CVF.SW232	48579.1	48558.6	47037	50111	1264.6	155.4	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 232
ISO/ISO_CVF.LW055	48804.2	48778.1	47062	50533	1428.5	154.1	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 055
ISO/ISO_CVF.SW233	48828.5	48807.8	47279	50368	1271.0	153.9	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 233
COBE/DIRBE.4p9m	48994.5	48668.7	43390	53425	6632.3	152.5	COBE	DIRBE	DIRBE 4.9 micron filter
ISO/ISO_CVF.SW234	49077.9	49057.1	47520	50625	1277.4	152.5	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 234
MKO/MIRSI.4_9	49308.2	48590.6	42803	56038	9984.3	151.4	MKO	MIRSI	Mauna kea Obsevatory. MIRSI 4.9m filter
ISO/ISO_CVF.SW235	49327.3	49306.3	47762	50882	1283.7	151.0	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 235
ISO/ISO_CVF.LW054	49424.1	49398.1	47682	51153	1428.5	150.4	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 054
ISO/ISO_CVF.SW236	49586.7	49565.5	48014	51149	1290.1	149.5	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 236
MMT/MIRAC.W04931-8_Amb_filter	49663.4	49209.3	44103	55392	7542.9	148.9	MMT	MIRAC	MIRAC W04931-8 filter (Amb) (filter only)
MMT/MIRAC.W04931-8_Amb	49798.3	49344.3	44147	55450	7199.1	148.1	MMT	MIRAC	MIRAC W04931-8 filter (Amb) (full)
ISO/ISO_CVF.SW237	49836.1	49814.5	48255	51406	1296.5	148.0	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 237
ISO/ISO_CVF.LW053	50042.8	50015.5	48283	51789	1442.3	146.8	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 053
ISO/ISO_CVF.SW238	50085.3	50063.1	48495	51665	1304.0	146.6	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 238
GCPD/JHKLMN.M	50311.4	48900.1	41250	62500	11279.5	146.7	 	 	M filter in GCPD-JHKLMN system (ADPS)
Generic/Johnson.M	50311.4	48900.1	41250	62500	11279.5	146.7	 	 	Johnson M
ISO/ISO_CVF.SW239	50334.7	50311.4	48737	51922	1310.4	145.0	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 239
ISO/ISO_CVF.SW240	50584.1	50559.7	48979	52179	1316.7	143.3	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 240
ISO/ISO_CVF.LW052	50651.3	50621.8	48874	52416	1457.3	142.8	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 052
ISO/ISO_CVF.SW241	50843.5	50818.8	49230	52446	1323.1	141.5	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 241
ISO/ISO_CVF.SW242	51092.9	51069.2	49472	52703	1329.5	139.9	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 242
ISO/ISO_CVF.LW051	51270.0	51243.1	49476	53051	1471.1	139.0	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 051
ISO/ISO_CVF.SW243	51342.9	51321.6	49722	52953	1329.5	138.5	ISO	ISOCam	ISO SW Circular Variable Filters, wheel position 243
ISO/ISO_CVF.LW050	51878.7	51855.2	50067	53676	1484.9	136.4	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 050
ISO/ISO_CVF.LW049	52497.2	52472.0	50668	54313	1499.8	133.9	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 049
ISO/ISO_CVF.LW048	53105.9	53079.0	51260	54938	1513.7	131.2	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 048
SOFIA/FORCAST.F054	53566.4	53546.0	52127	55104	1621.3	129.1	SOFIA	FORCAST	FORCAST F054 filter
ISO/ISO_CVF.LW047	53704.6	53677.3	51841	55554	1527.5	128.4	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 047
ISO/ISO_CVF.LW046	54313.2	54285.7	52433	56179	1541.3	125.7	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 046
Odyssey/THEMIS.VIS2	54601.5	54438.1	50236	58702	4572.5	124.5	Odyssey	THEMIS	Mars Odyssey THEMIS VIS2 band
ISO/ISO_CVF.LW045	54922.0	54894.1	53026	56804	1554.1	123.0	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 045
ISO/ISO_CVF.LW044	55520.7	55493.2	53608	57419	1568.0	120.5	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 044
SOFIA/FORCAST.F056	56104.8	56090.2	54567	57749	939.1	118.3	SOFIA	FORCAST	FORCAST F056 filter
ISO/ISO_CVF.LW043	56119.3	56091.2	54190	58034	1581.8	118.1	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 043
JWST/MIRI.F560W	56651.3	55870.5	48847	64243	9461.4	116.4	JWST	MIRI	MIRI F560W filter
ISO/ISO_CVF.LW042	56718.1	56689.1	54773	58649	1594.6	115.6	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 042
ISO/ISO_CVF.LW041	57316.8	57288.5	55355	59264	1608.4	113.3	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 041
Spitzer/IRAC.I3	57385.7	56281.0	48983	65089	12561.2	113.8	Spitzer	IRAC	IRAC I3
ISO/ISO_CVF.LW040	57915.5	57885.9	55938	59878	1621.2	111.0	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 040
ISO/ISO_CVF.LW039	58514.3	58481.6	56521	60493	1634.0	108.4	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 039
ISO/ISO_CVF.LW038	59103.1	59072.6	57095	61097	1646.7	105.9	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 038
ISO/ISO_CVF.LW037	59691.7	59666.4	57666	61702	1660.6	104.1	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 037
ISO/ISO_CVF.LW036	60280.5	60255.3	58240	62307	1673.3	102.8	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 036
ISO/ISO.LW4	60301.0	59432.5	49936	69628	10509.8	103.5	ISO	ISOCam	ISO LW4 filter
ISO/ISO_CVF.LW305	60301.0	59432.5	49936	69628	10509.8	103.5	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 305
ISO/ISO_CVF.LW035	60869.4	60841.5	58814	62910	1685.0	101.3	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 035
ISO/ISO_CVF.LW034	61458.1	61428.0	59387	63514	1697.8	99.4	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 034
ISO/ISO_CVF.LW033	62046.9	62014.8	59961	64118	1710.6	97.4	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 033
ISO/ISO_CVF.LW032	62625.7	62594.0	60524	64712	1723.4	95.4	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 032
ISO/ISO_CVF.LW031	63204.5	63176.0	61088	65305	1735.1	93.8	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 031
SOFIA/FORCAST.F064	63521.3	63512.4	62225	64855	1355.4	92.9	SOFIA	FORCAST	FORCAST F064 filter
ISO/ISO_CVF.LW030	63793.3	63765.8	61662	65910	1747.9	92.4	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 030
ISO/ISO_CVF.LW029	64372.2	64343.2	62226	66503	1759.6	91.0	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 029
ISO/ISO_CVF.LW028	64940.9	64910.7	62780	67087	1772.3	89.6	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 028
ISO/ISO_CVF.LW027	65519.8	65489.0	63344	67680	1784.0	88.1	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 027
ISO/ISO_CVF.LW026	66088.7	66056.9	63899	68263	1795.8	86.6	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 026
SOFIA/FORCAST.F066	66125.6	66097.4	64204	68121	1924.8	86.5	SOFIA	FORCAST	FORCAST F066 filter
Odyssey/THEMIS.VIS3	66276.7	66031.2	60888	71430	6327.0	86.0	Odyssey	THEMIS	Mars Odyssey THEMIS VIS3 band
ISO/ISO_CVF.LW025	66667.5	66634.0	64463	68856	1807.5	84.9	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 025
ISO/ISO_CVF.LW024	67236.4	67202.5	65018	69439	1819.2	83.3	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 024
ISO/ISO_CVF.LW023	67805.3	67774.4	65573	70022	1830.9	81.8	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 023
Odyssey/THEMIS.IR1	67927.0	67391.6	60472	75168	9559.9	82.2	Odyssey	THEMIS	Mars Odyssey THEMIS IR1 band
Odyssey/THEMIS.IR2	67927.0	67391.6	60472	75168	9559.9	82.2	Odyssey	THEMIS	Mars Odyssey THEMIS IR2 band
ISO/ISO.LW5	67969.6	67744.2	60350	75182	5645.0	82.0	ISO	ISOCam	ISO LW5 filter
ISO/ISO_CVF.LW290	67969.6	67744.2	60350	75182	5645.0	82.0	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 290
ISO/ISO_CVF.LW022	68374.1	68345.7	66127	70605	1842.6	80.7	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 022
ISO/ISO_CVF.LW021	68933.0	68903.9	66672	71178	1854.3	79.7	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 021
ISO/ISO_CVF.LW020	69501.9	69471.1	67226	71761	1866.0	78.6	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 020
ISO/ISO.LW2	69759.8	63771.6	46377	93449	23810.7	80.6	ISO	ISOCam	ISO LW2 filter
ISO/ISO_CVF.LW095	69759.8	63771.6	46377	93449	23810.7	80.6	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 095
ISO/ISO_CVF.LW019	70060.8	70029.2	67772	72333	1876.7	77.4	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 019
ISO/ISO_CVF.LW018	70619.7	70587.8	68317	72906	1888.4	76.2	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 018
ISO/ISO_CVF.LW017	71178.7	71146.6	68863	73478	1899.0	75.1	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 017
ISO/ISO_CVF.LW016	71737.5	71705.2	69408	74051	1910.7	73.9	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 016
ISO/ISO_CVF.LW015	72296.5	72263.8	69954	74623	1921.4	72.8	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 015
ISO/ISO_CVF.LW014	72845.4	72811.6	70488	75186	1933.1	71.7	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 014
AKARI/IRC.S7	73059.1	69539.0	55236	87426	17325.8	72.5	AKARI	IRC	IRC MIR-S S7
ISO/ISO_CVF.LW013	73394.3	73357.8	71024	75748	1943.7	70.5	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 013
ISO/ISO_CVF.LW012	73953.3	73913.6	71570	76320	1954.4	69.1	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 012
ISO/PHT-P.7_3mu	73975.8	68740.3	54386	93799	26929.4	71.7	ISO	PHT	ISO PHT-P 7.3 μm filter.
ISO/ISO_CVF.LW011	74502.3	74464.4	72106	76882	1965.0	67.7	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 011
ISO/ISO_CVF.LW010	75051.2	75020.4	72642	77444	1975.6	66.7	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 010
Odyssey/THEMIS.VIS4	75117.8	74977.1	71335	79517	4972.2	67.2	Odyssey	THEMIS	Mars Odyssey THEMIS VIS4 band
GTC/CanariCam.Si1	75450.7	74669.9	66312	83930	11014.5	67.2	GTC	CanariCam	GTC, CanariCam, Si-1 filter
ISO/ISO_CVF.LW009	75590.2	75564.3	73168	77996	1986.3	66.1	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 009
ISO/ISO_CVF.LW008	76139.2	76112.0	73704	78557	1996.9	65.5	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 008
ISO/PHT-P.7_7mu	76622.5	76341.8	70511	83910	6843.8	64.9	ISO	PHT	ISO PHT-P 7.7 μm filter.
ISO/ISO_CVF.LW007	76678.1	76647.3	74230	79109	2007.6	64.9	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 007
SOFIA/FORCAST.F077	77072.6	76967.0	73462	80493	4358.3	64.1	SOFIA	FORCAST	FORCAST F077 filter
JWST/MIRI.F770W	77111.4	75224.9	64740	88353	18278.1	64.8	JWST	MIRI	MIRI F770W filter
Gemini/Michelle.Si1	77187.9	76965.1	72000	82614	6870.3	63.9	Gemini	Michelle	Michelle Si1, I79B10
Gemini/TReCS.Si1	77187.9	76965.1	72000	82614	6870.3	63.9	Gemini	TReCS	TReCS Si1
ISO/ISO_CVF.LW006	77217.1	77184.0	74756	79661	2018.2	64.1	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 006
MKO/MIRSI.7_7	77243.3	77018.0	72226	83260	6871.0	63.8	MKO	MIRSI	Mauna kea Obsevatory. MIRSI 7.7m filter
ISO/ISO_CVF.LW005	77756.2	77722.8	75284	80212	2027.8	63.2	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 005
ISO/ISO.LW6	77838.5	76663.0	63667	94592	14061.0	63.4	ISO	ISOCam	ISO LW6 filter
ISO/ISO_CVF.LW275	77838.5	76663.0	63667	94592	14061.0	63.4	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 275
Paranal/VISIR.J79	77872.9	77672.3	72500	84000	5399.9	62.9	Paranal	VISIR	VISIR J7.9
LaSilla/TIMMI2.NB790	78009.1	77779.0	72701	83808	6998.0	62.7	La Silla	TIMMI2	TIMMI2 NB7.9 (filter only)
ISO/ISO_CVF.LW004	78295.1	78262.3	75810	80764	2038.4	62.4	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 004
ISO/ISO_CVF.LW003	78834.1	78801.2	76336	81316	2049.1	61.6	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 003
Spitzer/IRAC.I4	79273.7	75891.6	62994	95876	25288.5	62.0	Spitzer	IRAC	IRAC I4
ISO/ISO_CVF.LW002	79363.2	79329.7	76853	81856	2058.7	60.8	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 002
Odyssey/THEMIS.IR3	79564.4	79048.1	72049	86913	10380.3	60.5	Odyssey	THEMIS	Mars Odyssey THEMIS IR3 band
ISO/ISO_CVF.LW001	79902.2	79867.9	77380	82407	2068.3	60.1	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 001
ISO/ISO_CVF.LW000	80431.2	80396.0	77896	82949	2078.9	59.3	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 000
ISO/ISO_CVF.LW359	80960.3	80925.0	78414	83490	2088.5	58.4	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 359
ISO/ISO_CVF.LW358	81489.3	81454.9	78931	84030	2098.1	57.7	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 358
ISO/ISO_CVF.LW357	82018.3	81984.9	79447	84572	2108.7	57.0	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 357
ISO/ISO_CVF.LW356	82537.4	82504.3	79955	85103	2118.3	56.3	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 356
ISO/ISO_CVF.LW355	83066.4	83032.8	80472	85644	2127.9	55.7	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 355
ISO/ISO_CVF.LW354	83585.5	83551.2	80979	86174	2137.4	55.0	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 354
Keck/LWS.0800	83848.4	83249.9	75586	94240	11239.3	54.7	Keck	LWS	LWS 8.0, 7.81-8.94
ISO/ISO_CVF.LW353	84104.6	84069.8	81487	86705	2147.0	54.4	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 353
ISO/ISO_CVF.LW352	84623.7	84588.2	81994	87236	2156.6	53.7	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 352
ISO/ISO_CVF.LW351	85132.7	85096.1	82492	87756	2166.2	53.1	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 351
ISO/ISO_CVF.LW350	85651.9	85613.7	83000	88286	2174.7	52.4	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 350
Odyssey/THEMIS.IR4	85903.3	85338.4	77471	95012	11377.0	52.2	Odyssey	THEMIS	Mars Odyssey THEMIS IR4 band
Paranal/VISIR.PAH1	85984.5	85872.5	81290	91286	4313.6	51.9	Paranal	VISIR	VISIR PAH1
Gemini/TReCS.PAH1	85994.5	85881.0	81386	91232	4473.6	51.9	Gemini	TReCS	TReCS PAH1
GTC/CanariCam.PAH1	86005.1	85884.1	81082	91630	4498.4	51.9	GTC	CanariCam	GTC, CanariCam, PAH1 (+ArIII) filter
ISO/ISO_CVF.LW349	86161.0	86121.7	83498	88806	2184.3	51.6	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 349
ISO/ISO_CVF.LW348	86680.0	86641.3	84005	89337	2193.9	50.9	ISO	ISOCam	ISO LW Circular Variable Filters, wheel position 348
GTC/CanariCam.Si2	86740.5	86284.1	78968	93992	9765.4	51.2	GTC	CanariCam	GTC, CanariCam, Si-2 filter
Odyssey/THEMIS.VIS5	86806.3	86717.3	83496	91076	3792.6	50.9	Odyssey	THEMIS	Mars Odyssey THEMIS VIS5 band
LaSilla/TIMMI2.N1	87175.6	86600.9	79660	95124	11485.9	50.8	La Silla	TIMMI2	TIMMI2 N1 (filter only)
Paranal/VISIR.J89	87183.5	86912.3	80545	93255	6980.8	50.6	Paranal	VISIR	VISIR J8.9
